team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
TOR,2025,TOR,TOR,Team Level,other,81,0.47,0.43,0.47,10773.0,160.05,40.82,10.77,28.5,5.28,74.33,53.3,37.22,40.82,37.22,136.0,77.0,49.0,262.0,38.0,23.0,1.0,18.0,1.0,56.0,77.0,98.0,175.0,5.0,10.0,138.0,26.0,17.0,40.0,98.0,53.0,62.0,4.34,6.33,30.15,7.0,8.0,23.0,262.0,213.0,213.0,9.0,3.18,8.11,8.11,35.9,35.9,34.05,178.17,45.71,11.97,30.45,5.76,85.66,61.45,42.63,45.71,42.63,161.0,80.0,100.0,341.0,39.0,9.0,2.0,20.0,0.0,90.0,83.0,122.0,202.0,4.0,6.0,92.0,25.0,22.0,27.0,111.0,69.0,61.0,5.18,8.77,31.76,5.0,8.0,26.0,341.0,241.0,241.0,14.0,3.54,3.35,3.35,45.9,45.9,43.14
TOR,2025,TOR,TOR,Team Level,all,81,0.46,0.45,0.45,296216.0,2407.34,236.75,165.18,577.99,80.06,1262.24,918.78,225.71,236.28,225.3,2139.0,1102.0,1074.0,4315.0,251.0,260.0,32.0,457.0,5.0,1049.0,1219.0,1888.0,2990.0,279.0,626.0,2474.0,1842.0,375.0,1310.0,2344.0,653.0,244.0,69.84,80.01,86.89,91.0,89.0,71.0,4281.28,3241.0,3222.87,618.0,36.98,50.62,50.62,223.1,222.78,217.34,2902.97,280.5,201.5,699.1,96.97,1567.29,1122.65,267.55,282.51,269.44,2625.0,1343.0,1367.0,5335.0,292.0,288.0,30.0,544.0,5.0,1432.0,1407.0,2333.0,3676.0,250.0,570.0,2081.0,1469.0,381.0,1262.0,2988.0,693.0,287.0,90.08,85.64,104.78,121.0,96.0,75.0,5402.6,3968.0,4008.73,589.0,45.1,59.87,61.19,264.41,266.02,257.9
TOR,2025,TOR,TOR,Team Level,5on5,81,0.46,0.45,0.45,244173.0,1886.81,152.57,123.02,473.55,62.6,999.54,740.71,147.19,152.1,146.76,1645.0,907.0,882.0,3434.0,170.0,189.0,25.0,378.0,4.0,841.0,970.0,1475.0,2382.0,259.0,586.0,1946.0,1751.0,307.0,1172.0,1938.0,487.0,127.0,56.77,60.5,35.31,79.0,63.0,28.0,3400.28,2552.0,2533.87,570.0,25.66,34.09,34.09,144.15,143.83,141.58,2264.68,181.02,148.67,570.54,75.44,1226.61,901.72,174.78,183.02,176.68,2035.0,1069.0,1119.0,4223.0,207.0,215.0,21.0,453.0,4.0,1108.0,1117.0,1828.0,2897.0,234.0,539.0,1637.0,1408.0,312.0,1140.0,2436.0,505.0,163.0,72.4,62.9,45.72,107.0,76.0,24.0,4290.6,3104.0,3144.73,543.0,30.92,42.49,43.11,168.82,170.43,167.32
TOR,2025,TOR,TOR,Team Level,4on5,81,0.1,0.11,0.12,22148.0,58.3,5.49,2.96,8.66,1.94,18.67,39.28,5.39,5.49,5.39,66.0,11.0,6.0,83.0,6.0,2.0,0.0,4.0,0.0,15.0,50.0,60.0,71.0,7.0,14.0,202.0,50.0,34.0,40.0,53.0,16.0,8.0,1.61,1.82,2.06,2.0,2.0,2.0,83.0,77.0,77.0,36.0,0.69,0.23,0.23,5.94,5.94,5.91,409.29,48.72,38.09,90.05,14.16,238.74,125.23,45.2,48.72,45.2,375.0,180.0,141.0,696.0,39.0,62.0,7.0,67.0,1.0,225.0,161.0,336.0,516.0,8.0,14.0,197.0,13.0,13.0,62.0,392.0,106.0,57.0,10.85,12.52,25.34,7.0,9.0,23.0,696.0,555.0,555.0,7.0,10.02,13.28,13.98,44.76,44.76,42.52
TOR,2025,TOR,TOR,Team Level,5on4,81,0.88,0.88,0.85,19122.0,302.17,37.85,28.43,67.29,10.24,169.69,85.5,35.91,37.85,35.91,292.0,107.0,137.0,536.0,37.0,46.0,6.0,57.0,0.0,137.0,122.0,255.0,362.0,8.0,16.0,188.0,15.0,17.0,58.0,255.0,97.0,47.0,7.12,11.36,19.38,3.0,16.0,18.0,536.0,399.0,399.0,3.0,7.44,8.19,8.19,37.12,37.12,35.79,50.83,5.06,2.76,8.05,1.61,16.28,34.25,4.94,5.06,4.94,54.0,14.0,7.0,75.0,7.0,2.0,0.0,4.0,0.0,9.0,46.0,47.0,61.0,4.0,11.0,155.0,23.0,34.0,33.0,49.0,13.0,6.0,1.65,1.45,1.96,2.0,3.0,2.0,75.0,68.0,68.0,25.0,0.63,0.75,0.75,4.93,4.93,4.92
CGY,2025,CGY,CGY,Team Level,other,80,0.44,0.44,0.41,12210.0,127.61,29.88,8.6,22.74,4.31,64.05,43.43,27.58,29.88,27.58,113.0,60.0,74.0,247.0,24.0,12.0,7.0,18.0,2.0,57.0,60.0,89.0,149.0,6.0,14.0,130.0,36.0,23.0,38.0,79.0,51.0,43.0,3.09,6.27,20.52,0.0,5.0,19.0,247.0,173.0,173.0,16.0,2.51,4.94,5.32,27.08,27.08,25.61,182.27,38.12,12.99,34.16,6.03,95.01,58.69,34.6,38.12,34.6,166.0,79.0,70.0,315.0,35.0,18.0,0.0,31.0,1.0,91.0,69.0,131.0,210.0,5.0,12.0,156.0,22.0,26.0,25.0,119.0,77.0,49.0,5.31,9.96,22.85,2.0,9.0,24.0,315.0,245.0,245.0,7.0,3.77,5.1,5.1,36.8,36.8,34.37
CGY,2025,CGY,CGY,Team Level,all,80,0.47,0.49,0.48,291307.0,2461.14,228.06,167.32,600.05,82.98,1303.15,962.5,218.39,228.05,218.38,2255.0,1090.0,1345.0,4690.0,204.0,251.0,33.0,459.0,6.0,1146.0,1279.0,2051.0,3141.0,286.0,647.0,2248.0,1631.0,362.0,1315.0,2509.0,593.0,243.0,72.07,74.38,81.63,77.0,70.0,57.0,4672.47,3345.0,3343.74,648.0,37.18,53.76,54.19,210.99,210.95,205.92,2620.72,261.82,183.5,627.75,88.9,1394.84,1020.18,247.62,263.01,248.74,2388.0,1189.0,1305.0,4882.0,252.0,310.0,30.0,532.0,9.0,1184.0,1290.0,2136.0,3325.0,278.0,631.0,2317.0,1578.0,421.0,1266.0,2569.0,715.0,293.0,77.61,88.05,96.16,86.0,87.0,79.0,4915.89,3577.0,3588.71,561.0,41.24,62.34,62.39,240.68,241.83,234.81
CGY,2025,CGY,CGY,Team Level,5on5,80,0.48,0.49,0.49,236179.0,1956.04,156.22,126.86,500.32,66.46,1038.8,776.4,150.81,156.21,150.8,1793.0,873.0,1111.0,3777.0,142.0,193.0,17.0,370.0,3.0,931.0,1027.0,1651.0,2524.0,241.0,553.0,1741.0,1543.0,295.0,1165.0,2068.0,446.0,152.0,58.51,56.03,41.68,72.0,49.0,21.0,3759.47,2666.0,2664.74,600.0,26.46,37.84,37.92,144.69,144.65,142.56,2019.13,172.42,133.74,507.57,68.75,1070.71,807.82,165.45,173.6,166.58,1820.0,941.0,1102.0,3863.0,173.0,234.0,21.0,437.0,7.0,914.0,996.0,1647.0,2588.0,250.0,575.0,1796.0,1514.0,354.0,1126.0,2079.0,502.0,180.0,62.15,61.43,48.83,79.0,64.0,30.0,3896.89,2761.0,2772.71,514.0,28.0,44.23,44.28,156.13,157.28,154.29
CGY,2025,CGY,CGY,Team Level,4on5,80,0.14,0.16,0.16,21765.0,72.54,6.94,3.52,10.65,2.24,21.92,49.74,6.78,6.94,6.78,74.0,21.0,21.0,116.0,10.0,7.0,2.0,8.0,0.0,15.0,55.0,64.0,85.0,11.0,24.0,182.0,37.0,28.0,30.0,65.0,23.0,7.0,1.91,3.05,1.98,3.0,5.0,2.0,116.0,95.0,95.0,25.0,0.8,1.32,1.32,6.42,6.42,6.38,354.88,44.31,33.12,76.72,11.95,207.78,110.11,40.66,44.31,40.66,334.0,150.0,126.0,610.0,41.0,54.0,8.0,58.0,1.0,164.0,166.0,293.0,443.0,12.0,22.0,191.0,12.0,15.0,70.0,318.0,111.0,55.0,8.61,13.4,22.3,4.0,14.0,23.0,610.0,484.0,484.0,4.0,8.65,12.22,12.22,40.74,40.74,39.16
CGY,2025,CGY,CGY,Team Level,5on4,80,0.83,0.85,0.83,21153.0,304.95,35.03,28.34,66.35,9.97,178.38,92.93,33.22,35.03,33.22,275.0,136.0,139.0,550.0,28.0,39.0,7.0,63.0,1.0,143.0,137.0,247.0,383.0,28.0,56.0,195.0,15.0,16.0,82.0,297.0,73.0,41.0,8.57,9.03,17.44,2.0,11.0,15.0,550.0,411.0,411.0,7.0,7.4,9.66,9.63,32.8,32.8,31.38,64.43,6.98,3.64,9.31,2.17,21.33,43.57,6.91,6.98,6.91,68.0,19.0,7.0,94.0,3.0,4.0,1.0,6.0,0.0,15.0,59.0,65.0,84.0,11.0,22.0,174.0,30.0,26.0,45.0,53.0,25.0,9.0,1.53,3.27,2.17,1.0,0.0,2.0,94.0,87.0,87.0,36.0,0.82,0.78,0.78,7.02,7.02,6.99
CAR,2025,CAR,CAR,Team Level,other,81,0.58,0.59,0.58,11393.0,187.71,42.01,12.61,33.59,6.16,98.21,62.42,39.22,42.01,39.22,155.0,100.0,101.0,356.0,46.0,9.0,1.0,25.0,0.0,103.0,72.0,109.0,209.0,9.0,18.0,132.0,34.0,24.0,34.0,122.0,79.0,54.0,4.74,9.7,27.58,9.0,12.0,25.0,356.0,255.0,255.0,16.0,3.67,3.11,3.11,42.58,42.58,40.31,134.99,29.82,9.65,26.31,4.85,68.93,43.44,28.48,29.82,28.48,116.0,67.0,60.0,243.0,29.0,13.0,2.0,16.0,0.0,72.0,53.0,87.0,154.0,10.0,20.0,148.0,29.0,19.0,49.0,90.0,46.0,47.0,3.55,5.57,20.7,5.0,5.0,19.0,243.0,183.0,183.0,23.0,2.75,3.62,3.62,28.95,28.95,27.99
CAR,2025,CAR,CAR,Team Level,all,81,0.56,0.59,0.59,296214.0,3049.55,297.44,204.0,753.77,102.64,1609.45,1164.69,282.67,299.69,284.81,2617.0,1515.0,1575.0,5707.0,289.0,309.0,28.0,643.0,4.0,1508.0,1379.0,2328.0,3843.0,276.0,584.0,2469.0,1624.0,467.0,1309.0,3046.0,762.0,324.0,93.37,94.09,109.98,104.0,105.0,80.0,5788.08,4132.0,4187.72,566.0,45.48,59.68,59.95,282.97,284.88,276.89,2164.49,232.28,152.82,509.57,72.98,1119.61,823.73,221.35,231.24,220.39,1934.0,977.0,982.0,3893.0,235.0,254.0,29.0,341.0,3.0,992.0,1086.0,1699.0,2676.0,285.0,603.0,2457.0,1920.0,351.0,1338.0,2004.0,648.0,259.0,63.53,79.46,89.3,71.0,95.0,69.0,3850.86,2911.0,2885.27,676.0,34.47,54.75,54.75,212.0,211.39,206.08
CAR,2025,CAR,CAR,Team Level,5on5,81,0.56,0.6,0.59,241654.0,2408.42,199.77,154.4,628.05,81.36,1273.69,934.72,191.34,202.02,193.49,2053.0,1219.0,1307.0,4579.0,183.0,253.0,21.0,534.0,3.0,1185.0,1114.0,1870.0,3089.0,241.0,508.0,1935.0,1530.0,389.0,1124.0,2524.0,543.0,205.0,76.98,67.36,55.43,80.0,76.0,27.0,4660.08,3272.0,3327.72,499.0,32.24,47.06,47.33,184.68,186.59,182.94,1684.64,154.74,113.61,412.68,56.54,876.26,658.16,148.72,153.7,147.75,1495.0,777.0,794.0,3066.0,160.0,188.0,16.0,283.0,3.0,779.0,859.0,1335.0,2112.0,244.0,512.0,1908.0,1808.0,294.0,1182.0,1622.0,506.0,144.0,51.4,62.31,41.04,61.0,76.0,23.0,3023.86,2272.0,2246.27,621.0,23.83,37.7,38.35,140.21,139.6,137.24
CAR,2025,CAR,CAR,Team Level,4on5,81,0.18,0.2,0.23,21478.0,88.47,9.18,4.71,13.11,2.71,27.3,58.99,8.72,9.18,8.72,86.0,30.0,12.0,128.0,9.0,9.0,2.0,14.0,0.0,20.0,64.0,77.0,107.0,7.0,17.0,171.0,49.0,40.0,57.0,72.0,36.0,8.0,2.42,4.62,2.14,2.0,5.0,2.0,128.0,116.0,116.0,40.0,1.07,1.45,1.45,8.79,8.79,8.57,286.7,41.62,26.62,61.55,9.6,155.52,83.08,38.34,41.62,38.34,258.0,120.0,123.0,501.0,42.0,49.0,10.0,41.0,0.0,134.0,112.0,216.0,336.0,16.0,35.0,219.0,25.0,8.0,74.0,240.0,77.0,61.0,7.04,9.08,25.5,4.0,12.0,26.0,501.0,378.0,378.0,4.0,7.22,12.3,11.64,37.19,37.19,35.26
CAR,2025,CAR,CAR,Team Level,5on4,81,0.88,0.89,0.86,21689.0,364.94,46.49,32.3,79.01,12.42,210.24,108.55,43.39,46.49,43.39,323.0,166.0,155.0,644.0,51.0,38.0,4.0,70.0,1.0,200.0,129.0,272.0,438.0,19.0,41.0,231.0,11.0,14.0,94.0,328.0,104.0,57.0,9.24,12.41,24.83,13.0,12.0,26.0,644.0,489.0,489.0,11.0,8.5,8.05,8.05,46.92,46.92,45.07,58.15,6.11,2.93,9.03,1.98,18.89,39.05,5.82,6.11,5.82,65.0,13.0,5.0,83.0,4.0,4.0,1.0,1.0,0.0,7.0,62.0,61.0,74.0,15.0,36.0,182.0,58.0,30.0,33.0,52.0,19.0,7.0,1.54,2.5,2.06,1.0,2.0,1.0,83.0,78.0,78.0,28.0,0.67,1.14,1.14,5.64,5.64,5.59
NYR,2025,NYR,NYR,Team Level,other,81,0.37,0.5,0.49,9066.0,146.83,28.56,11.83,27.81,5.33,86.89,45.57,26.45,28.56,26.45,120.0,86.0,77.0,283.0,27.0,14.0,4.0,24.0,0.0,81.0,60.0,93.0,179.0,10.0,22.0,118.0,12.0,12.0,31.0,115.0,50.0,41.0,4.38,5.95,18.23,5.0,8.0,14.0,283.0,206.0,206.0,16.0,3.57,3.2,3.2,28.94,28.94,26.93,155.79,47.92,11.17,25.88,5.94,79.1,46.98,43.42,47.92,43.42,133.0,84.0,63.0,280.0,38.0,24.0,3.0,9.0,0.0,80.0,66.0,95.0,179.0,7.0,14.0,94.0,15.0,8.0,24.0,101.0,46.0,70.0,3.84,5.6,38.49,3.0,5.0,30.0,280.0,217.0,217.0,11.0,3.27,7.77,7.12,44.08,44.08,41.88
NYR,2025,NYR,NYR,Team Level,all,81,0.47,0.49,0.48,294911.0,2375.79,234.48,168.89,573.37,81.9,1306.25,908.11,223.43,234.79,223.75,2044.0,1229.0,1318.0,4591.0,231.0,259.0,28.0,422.0,4.0,1191.0,1166.0,1813.0,3042.0,282.0,629.0,2422.0,2089.0,362.0,1221.0,2402.0,615.0,256.0,70.42,74.71,89.36,88.0,78.0,65.0,4573.73,3273.0,3264.02,587.0,38.21,54.24,54.32,218.37,218.61,212.24,2602.59,264.4,180.97,627.58,88.36,1399.14,1000.54,249.16,266.22,250.86,2334.0,1227.0,1275.0,4836.0,247.0,302.0,42.0,421.0,3.0,1278.0,1310.0,2087.0,3314.0,246.0,553.0,2019.0,1593.0,358.0,1204.0,2646.0,625.0,290.0,78.5,77.07,108.84,85.0,79.0,83.0,4878.23,3561.0,3593.74,610.0,40.56,65.68,66.05,238.92,240.42,233.43
NYR,2025,NYR,NYR,Team Level,5on5,81,0.49,0.49,0.48,242824.0,1835.59,152.6,122.56,466.94,63.36,1006.46,726.08,146.99,152.91,147.31,1589.0,949.0,1108.0,3646.0,151.0,204.0,19.0,345.0,4.0,925.0,909.0,1438.0,2387.0,258.0,576.0,1883.0,1990.0,299.0,1065.0,1938.0,457.0,143.0,56.56,55.25,40.8,75.0,61.0,15.0,3628.73,2538.0,2529.02,528.0,25.52,41.06,41.14,136.98,137.22,135.02,1998.01,160.49,129.91,507.68,67.49,1078.29,798.13,154.53,162.3,156.24,1783.0,959.0,1059.0,3801.0,154.0,210.0,22.0,346.0,3.0,988.0,1041.0,1629.0,2588.0,220.0,498.0,1560.0,1522.0,323.0,1061.0,2138.0,455.0,149.0,63.35,56.69,40.45,71.0,60.0,23.0,3843.23,2742.0,2774.74,554.0,26.97,40.59,40.91,146.54,148.04,145.7
NYR,2025,NYR,NYR,Team Level,4on5,81,0.09,0.1,0.12,23041.0,52.79,4.87,2.76,7.98,1.7,16.59,35.1,4.71,4.87,4.71,55.0,14.0,8.0,77.0,5.0,1.0,0.0,4.0,0.0,13.0,46.0,50.0,64.0,9.0,21.0,205.0,70.0,28.0,54.0,46.0,17.0,6.0,1.23,2.1,1.54,2.0,2.0,1.0,77.0,69.0,69.0,39.0,0.63,0.25,0.25,5.25,5.25,5.14,388.22,48.72,36.48,85.54,13.07,223.74,116.45,44.33,48.72,44.33,359.0,165.0,145.0,669.0,47.0,62.0,16.0,59.0,0.0,205.0,151.0,312.0,477.0,11.0,23.0,217.0,21.0,6.0,71.0,361.0,103.0,60.0,9.73,12.04,26.95,8.0,11.0,28.0,669.0,524.0,524.0,4.0,9.55,16.09,16.79,41.48,41.48,39.1
NYR,2025,NYR,NYR,Team Level,5on4,81,0.87,0.87,0.85,19980.0,340.6,48.45,31.73,70.63,11.51,196.3,101.37,45.29,48.45,45.29,280.0,180.0,125.0,585.0,48.0,40.0,5.0,49.0,0.0,172.0,151.0,232.0,412.0,5.0,10.0,216.0,17.0,23.0,71.0,303.0,91.0,66.0,8.24,11.42,28.79,6.0,7.0,35.0,585.0,460.0,460.0,4.0,8.49,9.72,9.72,47.21,47.21,45.16,60.57,7.27,3.41,8.47,1.86,18.0,38.98,6.88,7.27,6.88,59.0,19.0,8.0,86.0,8.0,6.0,1.0,7.0,0.0,5.0,52.0,51.0,70.0,8.0,18.0,148.0,35.0,21.0,48.0,46.0,21.0,11.0,1.58,2.75,2.95,3.0,3.0,2.0,86.0,78.0,78.0,41.0,0.77,1.23,1.23,6.82,6.82,6.75
WPG,2025,WPG,WPG,Team Level,other,80,0.47,0.46,0.46,9895.0,141.23,36.69,9.46,24.8,4.76,71.11,46.18,33.13,36.69,33.13,120.0,73.0,57.0,250.0,27.0,18.0,2.0,21.0,0.0,68.0,59.0,93.0,166.0,6.0,12.0,104.0,24.0,9.0,35.0,89.0,49.0,55.0,3.77,6.01,26.91,4.0,8.0,15.0,250.0,193.0,193.0,11.0,2.73,6.85,6.85,32.57,32.57,30.22,167.66,41.68,12.08,30.7,5.65,84.23,52.65,36.16,41.68,36.16,139.0,88.0,69.0,296.0,32.0,25.0,2.0,14.0,0.0,81.0,75.0,107.0,195.0,3.0,6.0,109.0,28.0,19.0,32.0,109.0,58.0,60.0,4.13,7.0,30.55,6.0,6.0,20.0,296.0,227.0,227.0,12.0,3.66,8.86,8.86,36.48,36.48,33.62
WPG,2025,WPG,WPG,Team Level,all,80,0.49,0.49,0.49,291381.0,2375.69,241.77,169.36,570.35,80.94,1276.58,926.0,226.42,242.25,226.99,2111.0,1154.0,1135.0,4400.0,225.0,277.0,34.0,501.0,6.0,1130.0,1126.0,1886.0,3040.0,250.0,559.0,2180.0,1749.0,323.0,1157.0,2413.0,579.0,273.0,71.91,72.39,97.48,79.0,80.0,66.0,4412.28,3265.0,3274.95,542.0,37.8,61.26,61.26,218.33,218.94,210.98,2487.91,255.59,175.68,598.05,84.38,1332.93,955.44,239.17,255.91,239.49,2208.0,1195.0,1207.0,4610.0,245.0,308.0,33.0,466.0,2.0,1233.0,1149.0,1963.0,3158.0,251.0,553.0,2092.0,1526.0,361.0,1141.0,2468.0,624.0,311.0,73.89,75.4,106.29,98.0,77.0,70.0,4607.61,3403.0,3400.32,522.0,39.28,64.98,65.02,229.79,230.11,222.1
WPG,2025,WPG,WPG,Team Level,5on5,80,0.48,0.49,0.49,239683.0,1852.0,154.23,124.58,466.52,63.36,1005.87,748.44,147.56,154.7,148.13,1636.0,927.0,954.0,3517.0,154.0,198.0,26.0,421.0,5.0,900.0,885.0,1482.0,2409.0,227.0,511.0,1729.0,1657.0,278.0,1015.0,1989.0,425.0,149.0,58.65,53.45,42.13,70.0,59.0,25.0,3529.28,2563.0,2572.95,501.0,25.98,40.46,40.89,139.32,139.93,137.65,1962.03,166.1,132.45,494.8,66.88,1053.71,776.13,159.4,166.42,159.72,1754.0,937.0,984.0,3675.0,165.0,232.0,21.0,382.0,2.0,990.0,920.0,1589.0,2526.0,223.0,499.0,1608.0,1455.0,305.0,1017.0,2039.0,467.0,185.0,60.34,57.04,48.72,80.0,63.0,22.0,3672.61,2691.0,2688.32,481.0,27.55,43.43,43.47,150.12,150.45,147.42
WPG,2025,WPG,WPG,Team Level,4on5,80,0.15,0.13,0.16,19729.0,62.75,7.84,3.54,9.66,1.94,18.44,38.59,7.64,7.84,7.64,61.0,19.0,7.0,87.0,5.0,7.0,1.0,5.0,0.0,11.0,52.0,56.0,75.0,11.0,24.0,153.0,50.0,28.0,29.0,46.0,21.0,13.0,1.34,2.8,3.71,0.0,2.0,3.0,87.0,80.0,80.0,26.0,0.8,2.19,2.19,6.45,6.45,6.41,311.46,43.12,28.83,66.05,10.52,180.51,94.97,39.18,43.12,39.18,262.0,162.0,147.0,571.0,44.0,46.0,9.0,66.0,0.0,148.0,120.0,218.0,380.0,22.0,42.0,213.0,7.0,8.0,61.0,281.0,86.0,57.0,8.51,9.92,24.7,11.0,5.0,28.0,571.0,424.0,424.0,1.0,7.54,11.56,11.56,39.09,39.09,37.03
WPG,2025,WPG,WPG,Team Level,5on4,80,0.9,0.89,0.88,22074.0,319.71,43.02,31.77,69.37,10.88,181.16,92.8,38.07,43.02,38.07,294.0,135.0,117.0,546.0,39.0,54.0,5.0,54.0,1.0,151.0,130.0,255.0,390.0,6.0,12.0,194.0,18.0,8.0,78.0,289.0,84.0,56.0,8.16,10.13,24.74,5.0,11.0,23.0,546.0,429.0,429.0,4.0,8.28,11.75,11.32,39.98,39.98,36.69,46.77,4.69,2.32,6.5,1.33,14.47,31.69,4.44,4.69,4.44,53.0,8.0,7.0,68.0,4.0,5.0,1.0,4.0,0.0,14.0,34.0,49.0,57.0,3.0,6.0,162.0,36.0,29.0,31.0,39.0,13.0,9.0,0.91,1.45,2.32,1.0,3.0,0.0,68.0,61.0,61.0,28.0,0.53,1.13,1.13,4.08,4.08,4.02
VGK,2025,VGK,VGK,Team Level,other,81,0.47,0.51,0.5,9929.0,167.79,35.11,12.96,30.93,5.91,87.41,54.69,30.52,35.11,30.52,148.0,79.0,77.0,304.0,29.0,17.0,3.0,23.0,0.0,79.0,79.0,119.0,198.0,5.0,10.0,124.0,18.0,19.0,44.0,111.0,69.0,47.0,4.37,9.11,21.63,5.0,6.0,18.0,304.0,227.0,227.0,14.0,3.87,6.38,5.89,33.09,33.09,30.16,174.42,40.16,11.58,31.19,5.43,80.32,61.31,36.59,40.16,36.59,151.0,79.0,65.0,295.0,30.0,14.0,2.0,32.0,0.0,79.0,75.0,121.0,200.0,5.0,10.0,146.0,22.0,19.0,39.0,114.0,61.0,55.0,4.94,7.37,27.85,5.0,8.0,17.0,295.0,230.0,230.0,16.0,3.29,3.98,3.98,39.48,39.48,36.17
VGK,2025,VGK,VGK,Team Level,all,81,0.54,0.52,0.53,297340.0,2616.78,261.79,186.81,619.82,87.34,1386.52,1001.78,247.46,261.57,247.32,2349.0,1196.0,1322.0,4867.0,260.0,285.0,40.0,536.0,3.0,1230.0,1231.0,2089.0,3285.0,249.0,567.0,2323.0,1694.0,360.0,1303.0,2533.0,727.0,285.0,74.37,90.4,97.01,80.0,95.0,85.0,4842.61,3545.0,3528.25,547.0,42.16,60.51,60.51,243.38,243.33,235.77,2313.93,223.63,156.44,558.74,79.31,1240.28,906.58,212.84,225.0,214.2,1977.0,1188.0,1272.0,4437.0,241.0,240.0,30.0,416.0,5.0,1152.0,1111.0,1736.0,2924.0,272.0,615.0,2240.0,1717.0,403.0,1187.0,2359.0,569.0,237.0,70.47,69.27,83.88,98.0,79.0,64.0,4475.9,3165.0,3194.24,556.0,34.76,44.46,44.46,213.93,215.27,207.77
VGK,2025,VGK,VGK,Team Level,5on5,81,0.54,0.52,0.53,246995.0,2054.01,172.77,137.07,507.1,68.14,1091.29,819.68,166.2,172.54,166.07,1841.0,956.0,1105.0,3902.0,171.0,201.0,26.0,443.0,2.0,997.0,983.0,1670.0,2626.0,224.0,519.0,1832.0,1614.0,302.0,1164.0,2106.0,529.0,162.0,61.78,65.75,45.23,68.0,71.0,32.0,3877.61,2797.0,2780.25,505.0,28.63,40.51,40.6,160.73,160.69,158.1,1825.17,144.94,118.97,462.97,63.34,989.64,728.15,140.1,146.31,141.44,1538.0,970.0,1058.0,3566.0,171.0,192.0,25.0,331.0,3.0,928.0,883.0,1367.0,2337.0,246.0,561.0,1759.0,1646.0,338.0,1040.0,1962.0,411.0,135.0,57.49,50.47,36.98,86.0,60.0,25.0,3604.9,2508.0,2537.24,491.0,24.75,34.12,34.28,135.41,136.75,134.54
